Text,Category
はじめてｄフォトのアルバムを頼みましたが安くで頼めるのでいい。届くのが楽しみです！！【お客様アンケート(IC)】,その他
"【機種】ｉＰａｄ（キャリアフリー）Ｆ－０７Ｆ【カテゴリ】トラ）ｄフォト【事象の概要】Ｆ－０７Ｆのｄアカウントを利用してｉＰａｄのｄフォトアプリからログインすると
２桁の数字を入力する項目がでて先へ進めない【発生日時】／　：【再発有無】初事象［外部機器］
０１０１",ログイントラブル
"【機種】ｉＰｈｏｎｅ６ｓ　ＯＳ１１．２．１【カテゴリ】ｄフォト【事象の概要】ｉＰｈｏｎｅストレージでｄフォトアプリが１．６２ＧＢと表示されているがサイズを小さくする事はできるのか？【発生日時】／　：
０８０３",操作説明
間違ってｄアカウントＩＤを削除してしまいました。アカウントＩＤの復元、又はｄフォトに預けた写真をそのまま新しいＩＤに引き継ぐことは可能でしょうか？,サービス案内
"【機種】ＳＯ－４１Ａ（１０Ⅱ）【カテゴリ】フォト、ｄフォト　【事象の概要】フォトで写真を削除しようとしたらＳＤカードのアクセス許可を求められた。方法を確認したい。データバックアップについて【発生日時】１１／２１　１０：４７【再発有無】初事象【解決方法】操作を案内し解決
０２０５",操作説明
ｄフォトで届いたアルバムの用紙に両面同じ位置に茶色の汚れがあった。これは無料で取り替えてもらえますか？アイホンＸＲ,その他
ｄフォト、今回おすすめされて申し込みましたが通信中？の表示がずっと出ていて削除も出来ないし全然作業が出来ません。ずっと通信してるせいか充電の減りも早いように感じます。改善されてほしいです。【お客様アンケート(DS)】,操作説明
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１４．１【カテゴリ】ｄフォト／ｄフォトプリント【事象の概要】アプリ内に写真が表示されない。【発生日時】１１／２０　１８：００【再発有無】初事象【解決方法】本体設定⇒ｄフォト⇒写真⇒すべての写真にチェックを入れて解決。
１２０２",操作説明
"【機種】ＳＯ－０２Ｌ（ＸＡｃｅ）【カテゴリ】ｄフォト【事象の概要】１度携帯を落としてＳＩＭを挿しなおしてからｄフォトが読み込めず、ＤＳでアップデートしたら画面は出てくるが読み込みが終わらなくなった【発生日時】１１／２０【再発有無】初事象【解決方法】ｄフォトアプリのデータ消去・再起動にて解決
０９０５",操作説明
"【機種】ｉＰｈｏｎｅ８　ビルド最新【カテゴリ】データ移行　【事象の概要】ｄフォトから一部の動画データをダウンロードしたいが、エラーになってしまう。【発生日時】／　：【再発有無】初事象【解決方法】２００ＭＢオーバーの動画だった可能性を説明して解決
１２０１",操作説明
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１４．１【カテゴリ】ｄフォト　【事象の概要】ＰＣからｉＣｌｏｕｄを使って同期をかけている写真だけｄフォトアプリに表示されない【発生日時】／　：【再発有無】初事象【解決方法】ｉＣｌｏｕｄから端末へ写真をダウンロードして頂く様お伝えし詳細操作についてはａｐｐｌｅへご相談していただくよう伝えご理解
０７０４",操作説明
ｄフォトのサービスについて。以下の要望あり。◆追跡番号つきの配送オプションを選べるようにして欲しい。◆配送完了メールの説明文に、印刷所から郵便局へ商品を引き渡したタイミングであることを明記して欲しい。（お客様としては郵便局から配送されたと勘違いしてしまう）,その他
"【機種】Ｈシリーズ　ビルド最新【カテゴリ】ｄフォト　【事象の概要】ｄフォトプリントアプリのアップデートが出来ない。【発生日時】／　：【再発有無】初事象【解決方法】ｄｏｃｏｍｏ　Ａｐｐｌｉｃａｔｉｏｎ　Ｍａｎａｇｅｒからのアップデートで改善
１２０１",操作説明
説明までは良かったのですが自宅にもどりギガが１以上挙がっていてドコモでいちおしパックの手続きをしてＤフォトがいつまでも稼働されてギガが上がっていくようで心配しました　電源して確認したら本社に聞いてみないとすぐ確認できず土曜日店舗でいちおしパックの取り入れ作業したのにギガが２も上がってるこてに憤慨しています　２０００円近く支払うことに納得いかない旨つたうましたが　対応によっては考えがかわります【お客様アンケート(DS)】,サービス案内
【機種】ｉＰｈｏｎｅ８Ｐｌｕｓ　【カテゴリ】▲その他ｄ系アプリ　【事象の概要】ｄフォトプリント内で写真が一枚も出てこない【発生日時】／　：【再発有無】初事象【解決方法】ｄフォトプリントのアクセス許可内を全ての写真に変え改善０７０５,操作説明
ｄフォトを解約したと思っていたら、継続したままだったので、解約の方法を分かりやすくして欲しい。【お客様アンケート(IC)】,サービス案内
"【機種】ＳＣ－０２Ｍ（Ａ２０）【カテゴリ】ｄフォト　【事象の概要】ｄフォトのお預かりサービスの中の写真に１枚だけ撮影した覚えのない写真が入っている。なぜか。【発生日時】／　：【再発有無】初事象【解決方法】なぜかは不明だがパスも［キーワード］で普通の写真のようなので不要なら消して頂いて様子を見ていただく事をご案内。
０１０２",操作説明
"【機種】ＳＯ－０１Ｋ（ＸＺ１）ＯＳ９．０【カテゴリ】ｄフォト【事象の概要】Ｌ判のプリントサービスを利用したい。【発生日時】１１／１９
０４０４",操作説明
"【機種】ｉＰｈｏｎｅＸＲ　１４．２【カテゴリ】ｄフォト　【事象の概要】ログインしても未契約になってしまう。【発生日時】／　：【再発有無】初事象【解決方法】ｄアカウント設定アプリを設定し改善。
０４０３",ログイントラブル
